NPI,Segment
1588605752,Community
1073544722,Community
1295706174,Unstructured Experts
1811994627,Community
1053331348,Established Experts
1710918495,Big 3
1790785004,Community
1720170509,Unstructured Experts
1487742946,Established Experts
1134173842,Rising Stars
1093887333,Established Experts
1962495945,Community
1982806477,Rising Stars
1811038987,Established Experts
1134448624,Community
1093776585,Rising Stars
1730167040,Established Experts
1538120886,Rising Stars
1255536843,Community
1336275916,Community
1508042029,Unstructured Experts
1194735688,Community
1851513428,Established Experts
1578611505,Community
1720039829,Community
1053536060,Community
1881671097,
1508853318,Unstructured Experts
1952594632,Established Experts
1528092418,Community
1417094707,Community
1821097569,Rising Stars
1437109907,Community
1962651273,Community
1952599367,Established Experts
1184683666,Established Experts
1497941454,Rising Stars
1932187960,Community
1144387408,Established Experts
1861653479,Community
1164691820,Community
1558380816,
1124237920,Big 3
1609990290,Community
1710141551,Community
1841223633,Established Experts
1043303076,Community
1962411462,
1598747321,Community
1316061450,Community
1710009642,Rising Stars
1356430458,Community
1043386808,Big 3
1063621993,Community
1952451932,Community
1194936849,Community
1790865103,Rising Stars
1598750861,Community
1164401311,
1164527396,Unstructured Experts
1063485779,Established Experts
1669402095,Big 3
1740400902,Rising Stars
1558374678,Unstructured Experts
1164456687,Community
1033250071,Community
1467478974,Community
1467536391,Community
1790771053,Established Experts
1811915853,Big 3
1699815449,
1932154093,Community
1225238389,Big 3
1508995390,Community
1235257759,Community
1982652269,Community
1962591107,Unstructured Experts
1326214974,Rising Stars
1790832756,Community
1184742140,Rising Stars
1356537005,Community
1699868489,Community
1902853757,Unstructured Experts
1649213802,Community
1659544245,Community
1790703320,Big 3
1457675233,Unstructured Experts
1053513473,Community
1073559100,Community
1134210453,Established Experts
1316093560,Unstructured Experts
1346344405,Community
1487891321,Established Experts
1124206230,Community
1679538409,Community
1447214804,Unstructured Experts
1588611230,Community
1477712131,Unstructured Experts
1134174311,Community
1407072499,Unstructured Experts
1912123340,Big 3
1528269784,Community
1386697118,Community
1104083864,Established Experts
1770634131,Community
1770797151,Unstructured Experts
1457324642,Community
1639268543,Unstructured Experts
1134181647,Unstructured Experts
1518979962,Community
1588716237,Community
1982809729,Established Experts
1134198120,Unstructured Experts
1659576452,Rising Stars
1790877520,Established Experts
1922053701,Community
1124142500,Community
1669491320,Unstructured Experts
1962603175,Community
1699700740,Rising Stars
1780806711,Unstructured Experts
1508908088,Community
1508872631,Community
1104844208,Big 3
1962476986,Community
1750381885,Established Experts
1164541181,Established Experts
1063617298,Established Experts
1891767166,Community
1700905288,Established Experts
1588795835,Established Experts
1184679375,Community
1215989587,Community
1114992344,Community
1124175146,Community
1851377071,Community
1164518494,Community
1003800541,Community
1467415315,Community
1215127451,Rising Stars
1093815094,Community
1265428932,Community
1336146737,Community
1427268416,Established Experts
1922111020,Community
1932137965,Unstructured Experts
1124181615,
1508063942,Community
1326192576,Community
1497957591,Unstructured Experts
1992918643,Established Experts
1568635712,Community
1841457306,Community
1518918952,Rising Stars
1871798249,Established Experts
1295889400,Community
1669477592,Community
1386831527,Rising Stars
1750439345,Community
1770774341,Rising Stars
1871523845,Community
1699797845,Big 3
1881675577,Community
1265434799,Community
1952508749,Established Experts
1689707507,Community
1134263619,Community
1396795886,
1962670232,Community
1427258417,Unstructured Experts
1821156126,Rising Stars
1609099605,Community
1710999255,Established Experts
1184637795,Rising Stars
1669407144,Community
1760400238,Community
1104895580,Community
1649658766,Community
1427111988,Unstructured Experts
1598861262,Community
1770557779,Rising Stars
1205047461,Community
1205851672,Community
1093744641,Big 3
1417973637,Rising Stars
1821060682,Community
1134122492,Community
1104869254,Established Experts
1316961113,Rising Stars
1528022456,Community
1841240553,Community
1609821313,
1770533291,Community
1245458496,
1255303632,Community
1275503724,Community
1831178631,Community
1912192535,Unstructured Experts
1497721740,Big 3
1144404955,Community
1366583122,Community
1992854392,Established Experts
1467491548,Community
1528269628,Big 3
1740381516,Rising Stars
1437369840,Established Experts
1801967054,Community
1811031073,Established Experts
1174605414,Established Experts
1235101114,Community
1427098011,
1801866231,Community
1043289978,Community
1245216316,Community
1063519254,Community
1659469286,Established Experts
1043323108,Unstructured Experts
1245268515,Community
1225074743,Big 3
1982739058,Rising Stars
1760438402,Established Experts
1003052614,Rising Stars
1396871844,Established Experts
1013986496,Unstructured Experts
1134149495,Community
1124210950,Community
1154386423,Community
1508893686,Big 3
1528288800,Big 3
1679791370,Unstructured Experts
1134331986,Community
1609877711,Unstructured Experts
1790736213,Community
1013007582,Unstructured Experts
1891889119,Unstructured Experts
1346272994,Community
1952591919,Unstructured Experts
1205892445,Rising Stars
1689729550,Community
1285764068,Unstructured Experts
1215973482,Community
1811939325,Rising Stars
1710177845,Community
1659515526,Rising Stars
1710024062,Big 3
1518039775,Community
1679644108,Community
1730382110,Community
1548352370,Established Experts
1508938994,Community
1306833041,Community
1710093026,Community
1154356533,Rising Stars
1558395665,Unstructured Experts
1124137716,Community
1093806655,Unstructured Experts
1992890883,Established Experts
1174657019,Big 3
1265418842,Unstructured Experts
1720035785,Rising Stars
1699783316,Community
1659477222,Community
1821025966,Community
1336106269,Established Experts
1154375061,Unstructured Experts
1366406779,Community
1750350559,Community
1811954431,Established Experts
1902845431,Big 3
1992829840,Community
1457460313,Community
1356370910,Community
1639243140,Community
1154456838,Rising Stars
1063505030,Established Experts
1043227184,Community
1578673927,Rising Stars
1447203179,Rising Stars
1700860210,Community
1952365561,Rising Stars
1952411779,Rising Stars
1952413221,Community
1992759211,Community
1114993474,Community
1518009729,Unstructured Experts
1851328603,Community
1629063169,Community
1780670091,Community
1386680718,Community
1982666533,Community
1609083997,Community
1063481802,Community
1366480634,Rising Stars
1063531010,Unstructured Experts
1629010335,Community
1316169865,Community
1447444971,Community
1518952654,Rising Stars
1033275052,Unstructured Experts
1124037643,Community
1487675898,Community
1326013087,Community
1922290592,Community
1801816715,Community
1831242585,Community
1811988736,Community
1881700292,Rising Stars
1669468807,Community
1861408502,Rising Stars
1215121132,Established Experts
1760473342,Unstructured Experts
1376537308,Community
1346364429,Community
1235166075,Rising Stars
1952324022,Rising Stars
1245259324,Community
1639137375,Unstructured Experts
1356561229,Community
1518928886,Community
1104023977,Community
1275643645,Community
1194828707,Established Experts
1487675831,Community
1932319845,Unstructured Experts
1467491555,Community
1174604425,Unstructured Experts
1942400239,Community
1265649966,Community
1689747073,Community
1689686263,Community
1447251764,Community
1831148501,Community
1083823363,Unstructured Experts
1437392974,Community
1679781959,Unstructured Experts
1275641169,Community
1699983155,Rising Stars
1376615781,Community
1528259744,Established Experts
1174694319,Community
1932230810,Established Experts
1437174166,Unstructured Experts
1942356548,Community
1205813409,Rising Stars
1346300274,Community
1124117254,Rising Stars
1821073636,Community
1861689705,Established Experts
1023264553,Established Experts
1538208558,Community
1447222963,Community
1295874238,Rising Stars
1376787101,Unstructured Experts
1093981607,Community
1104031053,Community
1679643647,Rising Stars
1659401149,Community
1922245471,Community
1437296399,Community
1598872798,Community
1346411352,Community
1477538585,Community
1093925778,Community
1609025915,Unstructured Experts
1134328982,Big 3
1346458817,Community
1407982150,Big 3
1891701496,Community
1578549242,Community
1346351228,Rising Stars
1396789731,Community
1558585554,Community
1255395067,Community
1962677310,Community
1912170853,Community
1952458846,Community
1518069608,Rising Stars
1710159140,Community
1790802064,Community
1245447408,Big 3
1609091602,Unstructured Experts
1124229406,Rising Stars
1194758276,Unstructured Experts
1841210770,Community
1811047905,Community
1689680043,Rising Stars
1861532327,Unstructured Experts
1063406825,Community
1821043308,Big 3
1154596518,Big 3
1831291541,Rising Stars
1679743728,Rising Stars
1295768026,Unstructured Experts
1396966149,Community
1043283229,Community
1538215868,Big 3
1942274592,Community
1699801308,Community
1306860663,Community
1427244771,Established Experts
1841399847,Rising Stars
1356396501,Community
1083694509,Community
1093814626,Community
1144344771,Unstructured Experts
1265433304,Unstructured Experts
1477667590,Unstructured Experts
1659496586,
1023095957,Community
1710951199,Community
1063594299,
1093813172,Big 3
1821051079,Community
1053579979,Community
1497775175,Unstructured Experts
1033243175,Community
1306898903,Community
1912934050,Big 3
1477602787,Unstructured Experts
1477660827,Unstructured Experts
1922037506,Community
1215900063,Rising Stars
1417001165,Community
1154364784,Rising Stars
1811027998,Community
1366455826,Community
1205981701,Community
1851366272,Rising Stars
1336345461,Rising Stars
1053577650,Community
1801004114,Community
1013179878,Unstructured Experts
1487745295,Established Experts
1164622981,Community
1497969786,Rising Stars
1134231194,Unstructured Experts
1750486890,Community
1245274976,Community
1285713982,Community
1386693638,Community
1730399023,Unstructured Experts
1144386087,Big 3
1972665834,Community
1134328511,Community
1790884559,Rising Stars
1548393234,Community
1043429087,Community
1205031713,
1255549218,Community
1417924671,Unstructured Experts
1275544611,Community
1649477365,Rising Stars
1477671899,Community
1891817185,Unstructured Experts
1770527178,Community
1326120023,Unstructured Experts
1053408708,Community
1255436242,Community
1750598710,Community
1619991452,Community
1962454397,Community
1952475279,Established Experts
1073623104,Rising Stars
1922161306,Big 3
1952320962,Community
1619029527,Community
1326191768,Community
1447297502,Community
1952595316,Community
1821250291,Unstructured Experts
1962426262,Big 3
1376501056,Community
1861526774,Community
1427190388,
1154397370,Community
1538103635,Community
1336295955,Unstructured Experts
1942414115,Community
1306057401,Community
1417152752,Established Experts
1861725756,Community
1710952015,Community
1093743254,Community
1760507974,Community
1053468934,Community
1619053527,Big 3
1124111257,Community
1750422093,Community
1750480554,Community
1831204031,Community
1346277381,Community
1316133119,Community
1417054198,Community
1568668085,Big 3
1992861934,Community
1245448190,Established Experts
1013039072,Community
1780628644,
1245275569,Community
1154418804,Community
1932177243,Community
1205121704,Community
1831304724,Community
1114077849,Community
1063689750,Community
1841279866,Community
1245284397,Big 3
1639138209,Community
1689845208,Unstructured Experts
1659355279,Big 3
1932256732,Community
1902833809,Established Experts
1811950074,
1427211143,Established Experts
1336192624,Community
1942303003,Community
1992731822,Community
1639369721,Rising Stars
1073692380,Community
1700060472,Community
1942362520,Community
1114938404,Community
1609899517,Big 3
1730387887,Rising Stars
1629252754,Community
1538261508,Unstructured Experts
1669533139,Rising Stars
1477673341,Community
1952453581,Community
1578571196,Community
1477605897,Community
1962676312,Established Experts
1114105178,Community
1356388110,Community
1972771947,Big 3
1134318942,Rising Stars
1164409819,Community
1124078902,Community
1538297791,Community
1427036417,Community
1053335067,Unstructured Experts
1326245846,Community
1457471112,Big 3
1578741732,
1508052960,Established Experts
1548286446,Community
1003000639,Rising Stars
1164558805,Community
1659530772,Community
1700811619,Unstructured Experts
1477579365,Rising Stars
1912061854,Community
1811973951,Community
1235391996,Established Experts
1720242597,Rising Stars
1538255294,Community
1134397714,Community
1588871792,Big 3
1164646485,Community
1679712418,Community
1467497859,Community
1477681567,Rising Stars
1043233083,Rising Stars
1477669166,Community
1659397073,
1154511301,Big 3
1760640114,Rising Stars
1699913343,Unstructured Experts
1730136524,Big 3
1619933256,Community
1518027291,Established Experts
1154318699,Rising Stars
1447213657,Rising Stars
1871634725,Community
1841221264,Community
1093925786,Community
1881809648,Community
1407804834,Community
1437100153,Community
1861651390,Rising Stars
1760507933,Unstructured Experts
1073577979,Community
1598722233,Big 3
1043491483,Established Experts
1811990625,Rising Stars
1417132911,Community
1639458201,Established Experts
1649367780,Community
1366592743,Established Experts
1003079682,Unstructured Experts
1518920669,Unstructured Experts
1831117571,Established Experts
1730398124,Community
1730280298,Community
1801912134,Established Experts
1760659981,Community
1366601312,Community
1598892978,Community
1164557252,Unstructured Experts
1689768848,Community
1376705665,Community
1033238571,Community
1245463124,Community
1811981772,Community
1114975158,Community
1871681072,Established Experts
1235346339,Big 3
1669406328,Established Experts
1487628871,Community
1093921744,Community
1881784973,Community
1851500573,Established Experts
1891714788,Big 3
1003912684,Community
1093981946,Unstructured Experts
1013054394,
1053584573,Unstructured Experts
1144437476,Community
1538220298,Rising Stars
1023053519,Unstructured Experts
1598938243,Community
1871799296,Big 3
1023284635,Community
1124053095,Community
1982762480,Community
1679646665,Community
1013165935,Community
1417134248,Community
1023054913,Community
1629187638,Community
1891914933,Big 3
1992851513,Unstructured Experts
1033283379,Community
1497764302,Community
1215120605,Unstructured Experts
1245433184,Rising Stars
1548460173,Community
1164692174,Established Experts
1326211046,Unstructured Experts
1811183684,Unstructured Experts
1427173301,Established Experts
1184607525,Rising Stars
1275557514,Community
1801068366,Community
1184893216,Rising Stars
1588607394,Rising Stars
1891729968,Community
1720046659,Big 3
1922040138,
1467658393,
1003852930,Community
1639382666,Community
1487604369,Community
1568656957,Community
1285748293,Rising Stars
1104873959,Community
1790931814,Community
1669494696,Big 3
1457403834,Established Experts
1669554085,Unstructured Experts
1871556506,Community
1245346873,Community
1780802595,
1194946293,
1316054398,Community
1285752998,Community
1740450600,Community
1114058781,Community
1780670240,Community
1760571467,Established Experts
1124265004,Big 3
1770663197,Community
1265620132,Unstructured Experts
1619014800,Established Experts
1164477246,Community
1669409892,Big 3
1346371382,Community
1356521991,Community
1013138874,
1336359017,Community
1053347989,Rising Stars
1467485151,Community
1124082839,Community
1881787877,Community
1588861587,Community
1508943408,Community
1962616730,Community
1447407697,Community
1902856834,Community
1457558421,Rising Stars
1942284294,Community
1629056973,Community
1811008865,Community
1982634432,Community
1336285071,Community
1992905871,Community
1053450957,Community
1639390701,
1639104383,Community
1700056140,Established Experts
1366457772,Community
1861463903,Community
1639104391,Community
1831260694,Big 3
1164570180,Community
1265687719,Unstructured Experts
1609831932,Community
1417981440,Rising Stars
1790814945,Rising Stars
1437292331,Rising Stars
1679769954,
1922215045,Rising Stars
1528105194,Community
1770742249,Community
1568531739,Community
1639118631,Rising Stars
1124133277,Community
1750401824,Community
1316142227,
1699934828,Community
1639155922,
1093930208,Established Experts
1891824108,Community
1003963950,Established Experts
1467698159,Community
1003071234,Community
1265449003,Community
1063559441,Community
1316163157,Community
1780880476,Community
1225240096,Rising Stars
1720002660,Unstructured Experts
1497940308,Community
1871655902,Community
1306053566,Big 3
1093992588,Community
1275747529,Unstructured Experts
1487795407,Community
1598974503,
1508883943,Rising Stars
1356498174,Unstructured Experts
1184885980,Community
1760790927,Community
1356498224,Community
1801005616,Unstructured Experts
1841386489,Community
1124382023,Community
1235283326,Unstructured Experts
1063596914,Community
1093024929,Community
1346210713,Community
1194862300,Community
1851375828,Rising Stars
1366634255,Community
1023187176,Established Experts
1407021868,Community
1518097237,Community
1588857718,Unstructured Experts
1407002918,Community
1902071368,Community
1356410625,Community
1962524371,
1184654709,Community
1104038439,
1922138585,Unstructured Experts
1952523722,Community
1720036163,Rising Stars
1346496528,Unstructured Experts
1679553218,Community
1356367106,Community
1730274267,Community
1649250713,Community
1528113602,
1356473870,Community
1073704391,
1801811591,Community
1003963976,Community
1962616425,Rising Stars
1013129584,Unstructured Experts
1679610786,Community
1548478936,Community
1528194255,Established Experts
1720114432,Community
1518099977,Community
1104086214,Big 3
1225117039,Community
1407860240,Unstructured Experts
1568506186,Unstructured Experts
1780821827,Unstructured Experts
1326255126,Rising Stars
1396776159,Big 3
1285843672,Unstructured Experts
1295981702,Community
1699867895,Community
1851510770,Community
1346252095,Community
1104046820,Community
1720290513,Unstructured Experts
1295954386,Community
1952427585,Unstructured Experts
1659586527,Community
1861672628,Unstructured Experts
1174669998,Community
1912920166,Established Experts
1700852134,Community
1083812770,Community
1790999100,
1083737985,Unstructured Experts
1912149527,Established Experts
1770517732,Community
1407967912,Community
1023256781,Community
1841408796,Community
1366583882,Community
1013174903,Community
1083818694,Established Experts
1063605285,Community
1275565137,Established Experts
1053365452,Community
1023261336,Rising Stars
1093921025,Community
1275624256,
1942469192,Rising Stars
1548207327,Community
1215015888,Rising Stars
1063493567,Community
1629204680,Community
1427101146,Established Experts
1497848311,Rising Stars
1013100486,Rising Stars
1649405499,Established Experts
1801068234,Community
1336381185,Unstructured Experts
1619101334,Community
1972703676,Community
1083631444,Unstructured Experts
1841415197,Community
1588865802,Community
1780806984,Rising Stars
1447454160,Community
1992927305,Community
1528217296,Community
1104940824,Unstructured Experts
1861696569,Rising Stars
1821282484,Community
1346456365,Community
1669543856,Established Experts
1578779526,Community
1780792622,Established Experts
1265649271,Big 3
1114131042,Community
1326079013,Rising Stars
1750573986,Community
1316141492,Unstructured Experts
1336246297,Community
1225244122,Unstructured Experts
1598923195,Established Experts
1265516132,Community
1962651679,Community
1902016967,Community
1033227426,Community
1063747178,
1972530970,
1467642553,Community
1942344973,Community
1538205539,
1780751404,Established Experts
1598805277,
1609966837,Unstructured Experts
1316952047,Established Experts
1215121538,Unstructured Experts
1629253299,Unstructured Experts
1285806190,Rising Stars
1114956885,Community
1003891052,Community
1407082340,Unstructured Experts
1881606168,Community
1366648024,
1922027200,Unstructured Experts
1144335100,Big 3
1568413094,Community
1134346430,Community
1548209257,Community
1760505622,Community
1215144217,Unstructured Experts
1285839084,
1366502320,Community
1932200904,Rising Stars
1942408836,Rising Stars
1639362171,Community
1588856520,Unstructured Experts
1770566713,Community
1619047339,Community
1144361809,
1699938563,Community
1619172202,
1528173507,Rising Stars
1992835565,Community
1588792741,Community
1497966337,Community
1316169758,Community
1174724876,Community
1649456526,Established Experts
1689882730,Community
1629136635,Community
1760694038,Community
1649350976,Community
1164631461,Community
1831246883,Rising Stars
1326288721,Community
1992808893,Community
1265676274,Rising Stars
1336173822,Community
1851476444,Community
1679550974,Community
1033323902,Community
1669405189,Community
1003010984,Community
1871734509,Rising Stars
1417066556,Unstructured Experts
1902842461,Rising Stars
1144258302,Unstructured Experts
1831306034,Rising Stars
1447416359,Unstructured Experts
1245269521,Big 3
1124076252,
1871631002,
1992803811,Community
1295981793,Community
1801097019,
1720055585,Community
1164626545,Community
1851576557,Community
1114118163,
1740230085,Unstructured Experts
1063618767,Community
1588638027,Community
1538181045,
1356644264,Community
1659566388,Unstructured Experts
1922219922,Big 3
1912101593,Community
1053530386,Community
1669703286,Community
1366773889,Community
1215159488,Community
1952523474,Community
1497878680,Community
1497805071,Community
1003023045,Big 3
1528256872,Community
1336296912,Community
1750531638,Community
1174698450,Community
1093955338,Community
1407075880,Community
1497829972,Rising Stars
1598982019,Community
1619203858,Community
1356504591,Community
1396913281,
1184648784,
1083891568,Community
1174647507,Established Experts
1922200286,Community
1215069760,Established Experts
1659538148,Community
1710068747,Community
1144402280,Community
1598949646,Community
1770773061,Community
1689769531,Community
1528279189,Community
1700804762,Established Experts
1184870685,Community
1518991066,Community
1700913498,Big 3
1124031455,Community
1982656955,Community
1063665719,Unstructured Experts
1902877640,Community
1861429680,Unstructured Experts
1982726154,Community
1821190778,Community
1760575039,Unstructured Experts
1053349845,Big 3
1053407932,Community
1578595005,Community
1730199449,Community
1821001421,Community
1649259912,Community
1083662811,Community
1912098328,Established Experts
1578682985,Community
1205085321,Community
1376670281,Established Experts
1538100789,Community
1649362112,Community
1639129554,Community
1700858263,Community
1598843559,Community
1316962111,Community
1144357740,Community
1306990262,Community
1396975439,Community
1174556062,Big 3
1851323919,Community
1720006349,Community
1346374618,Community
1073561502,
1821087404,Established Experts
1386850097,Community
1841291531,
1447204490,Community
1801892492,Community
1831302868,Community
1699982884,Community
1942302864,Community
1891860094,Community
1710924980,Community
1356354203,Community
1508831900,Community
1013951755,Community
1316034804,Community
1871588715,Community
1184811903,Community
1366516841,Unstructured Experts
1952327405,
1538185640,Community
1881794493,Community
1598869992,Community
1821181751,Community
1811195720,Community
1033187505,Community
1922074400,Community
1376599019,Community
1184766313,Unstructured Experts
1083767693,
1346260098,Established Experts
1043286750,Community
1679683106,Community
1689784308,Community
1609812536,Community
1821027798,Community
1285635490,Community
1609971829,Community
1528022779,Community
1265434682,Community
1366474470,Community
1649329996,
1659479731,Established Experts
1912026675,Established Experts
1316027774,Community
1023019403,Community
1740203819,Community
1508911850,
1851305791,
1467406553,Community
1760687032,
1245262419,Community
1992895189,Community
1942487277,Community
1902844459,Community
1053521203,Community
1932328747,Rising Stars
1134241771,Community
1164475315,Community
1487711347,Community
1871569467,Community
1811998628,Community
1508002957,Community
1205900800,Community
1659352219,
1730349358,Community
1952328486,Community
1063477008,Community
1942273016,Community
1447315023,Big 3
1902835184,Community
1639158652,Community
1316905110,
1073593141,Community
1528096658,Community
1154309326,
1558384057,Community
1265451850,Community
1013976935,Community
1184767295,Community
1821286170,Community
1861597734,Community
1104898188,Community
1124009261,Community
1750399051,Community
1790782845,
1811962442,
1003834599,Community
1376565515,Unstructured Experts
1467448407,Community
1275068082,Unstructured Experts
1013943760,Community
1932102381,Community
1841482387,Rising Stars
1659410991,Community
1508893595,Community
1437147626,Community
1154479764,Community
1154443257,Big 3
1649221854,Community
1285912485,Community
1659322337,Community
1952343048,Big 3
1023095213,Community
1205943099,
1972885192,Community
1508978206,Community
1760475628,Community
1255392858,Big 3
1689841579,Unstructured Experts
1649317819,Community
1366644478,Community
1801094115,Rising Stars
1073724217,Community
1356421739,Rising Stars
1801846191,Big 3
1174725873,Community
1972723286,Unstructured Experts
1962667360,Unstructured Experts
1306067640,Community
1669699500,Community
1942378880,Community
1174540793,Unstructured Experts
1760711816,Community
1013239243,Community
1316155914,Community
1881700235,Established Experts
1447308218,
1376744151,Community
1649396235,Established Experts
1003890807,Community
1467574467,Unstructured Experts
1013990555,Community
1053457721,Community
1326278342,Community
1164641510,Community
1952458747,Community
1003082272,Rising Stars
1396930228,Community
1437379476,Community
1275680126,Unstructured Experts
1104923374,Community
1578665527,Community
1922184688,Community
1073525572,Community
1649277781,Unstructured Experts
1699856450,Community
1194938118,Community
1700910114,Community
1053465641,Community
1770642035,Community
1033285432,Rising Stars
1134339369,Community
1518938547,Community
1427092071,Community
1245359892,Established Experts
1225095466,Community
1790951325,Established Experts
1770709172,Community
1497957641,Community
1952424079,Established Experts
1154540466,Unstructured Experts
1679778666,Community
1851496673,Community
1316151863,Community
1013111749,Big 3
1114976610,Community
1164610671,Community
1114909462,Community
1487853008,Rising Stars
1770506131,Rising Stars
1699884247,Community
1861587115,Community
1134369630,Community
1326006636,Established Experts
1023080009,Unstructured Experts
1942311386,Community
1922023852,Big 3
1225183221,Community
1770582579,Unstructured Experts
1336286038,Community
1801954169,Unstructured Experts
1245315886,Unstructured Experts
1417062373,Community
1033159868,Community
1568548543,Rising Stars
1205996907,Unstructured Experts
1619180601,Community
1386763076,Established Experts
1023040326,Community
1699731331,Unstructured Experts
1295905909,Established Experts
1497914576,Unstructured Experts
1043386527,Community
1801005848,Community
1730309246,Community
1457463424,Established Experts
1811145972,Community
1760576300,Unstructured Experts
1447364484,Community
1780081505,Established Experts
1366636979,Community
1629117528,Community
1508868951,Community
1881739779,Community
1184776403,Community
1326102609,
1891983078,Community
1255456539,Community
1477759314,Community
1952503674,Established Experts
1538289988,Community
1336344183,Big 3
1447452990,Community
1215102173,Established Experts
1245292069,Community
1306990585,Established Experts
1760660369,Rising Stars
1588811004,Established Experts
1821271628,Unstructured Experts
1598812307,Community
1316955156,Community
1992714414,Community
1588699755,Community
1487630653,Community
1538291059,Unstructured Experts
1255463725,Established Experts
1528280070,Community
1053530006,Community
1326277799,Unstructured Experts
1316116486,Community
1588768808,Community
1174562102,Community
1790868644,Community
1093760290,Community
1376649707,Community
1730110164,Established Experts
1497861355,Big 3
1588812119,Community
1821080136,Community
1144345075,Community
1295875896,Unstructured Experts
1952602278,Unstructured Experts
1538396171,Community
1013149533,Established Experts
1184684474,Unstructured Experts
1073550554,Community
1851451835,
1093753303,Community
1174781546,Community
1881663441,Rising Stars
1932370681,Community
1871667048,Community
1649379165,Established Experts
1154511251,Unstructured Experts
1861582157,Community
1780841668,Rising Stars
1841240538,Unstructured Experts
1568660488,Big 3
1013962638,Community
1295921823,Unstructured Experts
1336296128,Rising Stars
1255534863,Community
1245492750,Big 3
1326260225,
1538392642,Unstructured Experts
1780875658,Unstructured Experts
1629269956,Community
1417147174,Unstructured Experts
1093872483,Unstructured Experts
1407962764,
1114134301,Big 3
1700862588,Community
1871699041,Community
1699883785,Community
1124238688,Rising Stars
1215946892,Community
1255345112,Community
1215035746,Community
1750440210,Community
1255478541,Community
1124152707,Community
1053534172,Community
1902063837,Unstructured Experts
1346214228,Community
1306023114,Community
1265560437,Community
1134303837,Community
1447429097,Community
1124286943,Rising Stars
1881734499,Community
1265603849,Unstructured Experts
1689887705,Community
1902081664,Established Experts
1073603411,Community
1114101144,Community
1750394227,Community
1558524033,
1891943775,Community
1841406766,Community
1720221450,Rising Stars
1447485321,Unstructured Experts
1174740799,Community
1821119140,Community
1801055132,Community
1619273042,Community
1801013172,Big 3
1730328691,
1679809362,
1770792236,Community
1629261805,Community
1841313020,Community
1578722856,Community
1295932648,Community
1376743328,Community
1205952306,Big 3
1306080957,Unstructured Experts
1295928380,Community
1255517041,Community
1043421597,Unstructured Experts
1518261122,Community
1770794182,Big 3
1235293820,Community
1821119124,Community
1033315502,Unstructured Experts
1730375700,Community
1013126390,Community
1649596305,Community
1588800429,Community
1295934255,Community
1508034232,Community
1194987503,Community
1932330263,Community
1467644450,Community
1174789507,Community
1073718946,Unstructured Experts
1780887448,Community
1235391889,
1790944601,Community
1902096928,Community
1265627129,Community
1801082003,Rising Stars
1548492093,Community
1407050818,
1477701357,Community
1245414861,Community
1063605228,
1366608911,Community
1568620243,Community
1295714350,Community
1942400502,Community
1740424035,
1578747994,Unstructured Experts
1285815068,Community
1386965408,Unstructured Experts
1114122165,Community
1245488444,Community
1043471030,Community
1649410226,Established Experts
1124221668,Community
1750589271,Community
1659569382,Community
1952587768,Community
1629380738,Community
1083863260,Unstructured Experts
1659578896,Unstructured Experts
1306872288,Community
1346358595,Unstructured Experts
1215019682,Community
1942468392,
1922016138,Community
1063426534,Community
1134188808,Community
1124112982,Community
1063488708,Community
1942494265,Community
1073829818,
1194753830,
1518932136,Community
1760676969,Community
1265659056,Community
1285763375,Rising Stars
1043229107,Community
1720150105,
1215989132,Unstructured Experts
1609849728,Community
1003801945,Unstructured Experts
1568423903,Established Experts
1609922822,Community
1396867123,
1487745758,Established Experts
1548484090,Community
1114081999,Unstructured Experts
1831259241,Community
1780838136,
1063423036,Community
1740224138,Community
1891022448,Community
1457551251,Community
1831164730,Community
1114991288,Unstructured Experts
1851587315,Unstructured Experts
1972677409,Rising Stars
1033267364,Community
1073573184,Community
1336186824,Unstructured Experts
1326214602,Unstructured Experts
1659324515,Community
1740234681,Community
1568415149,Community
1952337164,Community
1134295173,
1578704201,
1487679957,Unstructured Experts
1518939826,Community
1760577902,Community
1164683827,Community
1194723593,Community
1598743858,Big 3
1275622888,Community
1790707073,Community
1285626648,Community
1770682429,Unstructured Experts
1548397359,
1760407662,Community
1972539849,Community
1982820148,Unstructured Experts
1801976915,Established Experts
1598723793,Community
1073525655,Community
1083636401,
1700979127,Established Experts
1750809471,Community
1689895963,
1073577664,Community
1740550300,Community
1548255185,Community
1700901766,Community
1457552127,Established Experts
1316060841,Established Experts
1609963990,
1417942111,
1689607459,Community
1770772477,Community
1194704403,Community
1871778589,Unstructured Experts
1326120494,Community
1174607139,Community
1932261252,Established Experts
1609971399,Community
1053307637,Unstructured Experts
1801872973,Community
1093025777,Rising Stars
1891957551,Rising Stars
1649212994,Established Experts
1922267392,Community
1639550833,Community
1679607774,Community
1255327714,Community
1134374754,Community
1447468970,
1053498121,Community
1629193891,Community
1497732382,Community
1134271794,Community
1114966959,Community
1063551778,Community
1487648648,Community
1457484289,Community
1033108238,Community
1841390572,
1710935077,Community
1942309463,Community
1306804018,Community
1881895993,Community
1588790109,Community
1518983188,Community
1346432226,Community
1679564140,Community
1780888354,Rising Stars
1811928393,Community
1528013497,
1316953870,Community
1841237484,Community
1659478121,Community
1861602757,Community
1902855349,Community
1689895989,Community
1992997548,Community
1407961345,Community
1053408062,Community
1922311620,Community
1952483828,Community
1821166505,Community
1275734022,
1821064635,Community
1831305465,
